Unnamed: 0,volatile acidity,citric acid,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1572,0.69,0.32,2.2,0.069,104.0,0.99632,3.33,0.51,9.5,0
1573,0.58,0.2,2.4,0.075,50.0,0.99467,3.58,0.67,12.5,1
1574,0.31,0.78,13.9,0.074,92.0,0.99677,3.39,0.48,10.5,1
1575,0.52,0.4,2.2,0.06,20.0,0.99474,3.26,0.64,11.8,1
1576,0.3,0.63,1.6,0.081,29.0,0.99588,3.3,0.78,10.8,1
1577,0.7,0.15,5.1,0.076,27.0,0.99622,3.54,0.6,11.9,1
1578,0.67,0.15,1.8,0.118,20.0,0.9954,3.42,0.67,11.3,1
1579,0.56,0.09,1.7,0.053,32.0,0.99402,3.54,0.6,11.3,0
1580,0.35,0.33,2.4,0.068,26.0,0.9947,3.36,0.6,11.9,1
1582,0.715,0.1,2.6,0.053,27.0,0.99362,3.57,0.5,11.9,0
1583,0.46,0.29,2.1,0.074,98.0,0.99578,3.33,0.62,9.8,0
1584,0.32,0.44,2.4,0.061,34.0,0.99484,3.29,0.8,11.6,1
1585,0.39,0.44,2.6,0.066,48.0,0.99494,3.3,0.84,11.5,1
1586,0.31,0.41,2.4,0.065,60.0,0.99492,3.34,0.85,11.4,1
1587,0.61,0.11,1.8,0.066,28.0,0.99483,3.55,0.66,10.9,1
1588,0.66,0.33,2.5,0.068,102.0,0.99414,3.27,0.78,12.8,1
1589,0.725,0.2,7.8,0.073,79.0,0.9977,3.29,0.54,9.2,0
1590,0.55,0.15,1.8,0.077,35.0,0.99314,3.32,0.82,11.6,1
1591,0.74,0.09,1.7,0.089,26.0,0.99402,3.67,0.56,11.6,1
1592,0.51,0.13,2.3,0.076,40.0,0.99574,3.42,0.75,11.0,1
1593,0.62,0.08,1.9,0.068,38.0,0.99651,3.42,0.82,9.5,1
1594,0.6,0.08,2.0,0.09,44.0,0.9949,3.45,0.58,10.5,0
1595,0.55,0.1,2.2,0.062,51.0,0.99512,3.52,0.76,11.2,1
1597,0.645,0.12,2.0,0.075,44.0,0.99547,3.57,0.71,10.2,0
1598,0.31,0.47,3.6,0.067,42.0,0.99549,3.39,0.66,11.0,1
